student_num,module_abb,grade,appraisal_date,pass
24721480,HUM2051,7.8,2019-04-12,1
24721480,SCI2041,4.5,2019-04-12,0
24721480,COR1002,5.5,2019-07-15,0
24721480,SSC1027,7.4,2019-05-31,1
24721480,SSC1029,7.5,2019-10-18,1
24721480,SSC2002,8.2,2019-10-18,1
24721480,SSC2048,8.6,2019-12-13,1
24721480,SSC3047,6.0,2019-12-13,1
24721480,SSC2064,7.8,2020-04-16,1
24721480,SCI2039,6.5,2020-07-07,1
24721480,SSC1007,6.9,2020-10-16,1
24721480,SSC2024,6.3,2021-03-01,1
24721480,SSC3049,9.6,2020-12-11,1
24721480,HUM1010,7.7,2020-12-11,1
24721480,SSC2060,6.0,2021-03-26,1
24721480,SSC2039,6.4,2021-03-26,1
24721480,SSC3056,8.0,2021-05-28,1
24721480,SSC3002,6.6,2021-05-28,1
24722216,COR1003,6.0,2018-10-20,1
24722216,SCI1016,7.3,2018-12-14,1
24722216,SSC1007,5.8,2019-04-12,0
24722216,SSC2064,7.2,2019-04-12,1
24722216,COR1004,7.0,2019-05-31,1
24722216,SCI1010,8.4,2019-10-18,1
24722216,SSC3047,7.4,2019-12-13,1
24722216,SSC1027,7.1,2019-12-13,1
24722216,SSC2018,8.4,2020-04-15,1
24722216,SSC2037,7.2,2020-04-15,1
24722216,COR1002,5.6,2020-06-19,0
24722216,HUM1011,7.4,2020-10-16,1
24722216,SSC2046,7.8,2020-10-16,1
24722216,SSC2061,8.1,2020-12-11,1
24722216,SSC2055,7.9,2020-12-11,1
24722216,SSC3017,7.8,2021-03-26,1
24722216,SSC2008,8.0,2021-05-28,1
24722612,SCI1009,8.0,2018-10-20,1
24722612,SCI1010,7.4,2018-10-19,1
24722612,SCI2034,7.8,2018-12-14,1
24722612,SCI1004,7.9,2018-12-14,1
24722612,COR1003,7.6,2019-04-12,1
24722612,SCI2031,6.1,2019-05-31,1
24722612,COR1004,5.6,2019-07-17,0
24722612,SCI2022,7.0,2019-10-18,1
24722612,SCI3007,6.7,2019-10-18,1
24722612,SCI2035,8.1,2019-12-20,1
24722612,SSC2061,8.0,2019-12-13,1
24722612,SCI2037,8.4,2020-06-15,1
24722612,SCI2009,8.4,2020-06-29,1
24722612,SCI3049,7.7,2020-06-11,1
24722612,HUM1011,8.4,2020-10-16,1
24722612,SSC1005,8.0,2020-10-16,1
24722612,COR1002,6.9,2020-12-11,1
24722612,SCI3005,8.5,2020-12-11,1
24722612,SCI2040,7.9,2021-03-26,1
24722612,SSC3018,7.3,2021-05-28,1
24723044,SSC1007,7.9,2018-10-20,1
24723044,SSC1027,8.9,2018-12-14,1
24723044,SSC2061,9.5,2018-12-14,1
24723044,COR1003,7.3,2019-04-12,1
24723044,COR1004,7.1,2019-05-31,1
24723044,SCI2039,8.0,2019-05-31,1
24723044,SCI2011,8.4,2019-10-18,1
24723044,HUM2059,8.0,2019-10-18,1
24723044,SSC3033,7.2,2019-12-13,1
24723044,SSC2048,9.7,2019-12-13,1
24723044,SSC2018,8.5,2020-04-15,1
24723044,SCI2033,9.3,2020-06-16,1
24723044,SSC3018,9.2,2020-06-08,1
24723044,COR1002,7.7,2020-12-11,1
24723044,HUM1003,7.3,2021-03-26,1
24723044,SCI3051,8.5,2021-05-28,1
24723044,SSC2022,8.5,2021-05-28,1
24723064,SSC1005,7.8,2018-10-20,1
24723064,COR1004,7.4,2018-12-14,1
24723064,SCI2036,8.0,2018-12-14,1
24723064,HUM1003,6.8,2019-04-12,1
24723064,SSC2062,9.0,2019-03-29,1
24723064,SCI2019,9.2,2019-05-31,1
24723064,SCI2039,9.2,2019-05-31,1
24723064,SCI2011,8.7,2019-10-18,1
24723064,SSC3019,8.8,2019-10-18,1
24723064,SCI2018,7.9,2019-12-13,1
24723064,SCI2034,8.3,2019-12-13,1
24723064,COR1003,7.6,2020-04-21,1
24723064,SCI3006,9.4,2020-06-15,1
24723064,COR1002,8.6,2020-06-19,1
24723064,SSC3018,8.2,2020-06-08,1
24723064,SCI3003,8.0,2020-10-16,1
24723064,SSC3023,8.3,2021-03-26,1
24723064,SCI2033,9.0,2021-03-26,1
24723064,SSC2004,7.9,2021-05-28,1
24723064,SCI3046,7.6,2021-05-28,1
24723204,COR1003,5.7,2020-02-13,0
24723204,SCI1009,5.8,2019-10-18,0
24723204,COR1004,6.8,2019-12-13,1
24723204,HUM2022,7.7,2019-12-13,1
24723204,SSC1005,7.5,2020-04-08,1
24723204,SSC1007,8.8,2020-04-14,1
24723204,SSC2004,7.7,2020-06-17,1
24723204,SSC2050,6.3,2020-06-17,1
24723204,SSC2063,8.0,2020-10-16,1
24723204,SCI1010,6.5,2020-10-21,1
24723204,SSC2061,8.1,2020-12-11,1
24723204,SSC2055,8.4,2020-12-11,1
24723204,SSC2018,8.0,2021-03-26,1
24723204,SSC2008,7.7,2021-05-28,1
24723204,SSC3018,6.9,2021-05-28,1
24723204,SSC3019,7.5,2021-09-14,1
24723204,HUM2046,6.8,2022-02-04,1
24723204,SCI2034,7.2,2021-12-17,1
24723204,SSC1030,7.3,2021-12-17,1
24723204,COR1006,7.9,2022-03-25,1
24723204,SSC3017,7.3,2022-03-25,1
24723204,COR1002,5.5,2022-07-21,0
24723204,SSC3006,8.0,2022-11-04,1
24723492,HUM2003,7.6,2019-02-07,1
24723492,SSC1029,7.0,2018-10-20,1
24723492,HUM2022,5.2,2019-02-15,0
24723492,SCI1016,6.5,2018-12-14,1
24723492,SSC1005,5.8,2019-04-12,0
24723492,SSC1007,8.3,2019-04-12,1
24723492,SSC2050,6.8,2019-05-31,1
24723492,SSC2063,7.0,2019-05-31,1
24723492,COR1003,6.1,2019-10-18,1
24723492,SSC2002,8.0,2019-10-18,1
24723492,COR1002,7.0,2020-01-30,1
24723492,COR1004,6.6,2019-12-13,1
24723492,SSC2018,8.4,2020-04-15,1
24723492,SCI2041,7.1,2020-04-20,1
24723492,HUM2007,8.0,2020-06-18,1
24723492,SSC2065,9.3,2020-06-26,1
24723492,SSC3019,8.4,2020-10-16,1
24723492,SSC3032,8.3,2020-12-11,1
24723492,SSC2019,8.9,2020-12-11,1
24723492,SSC2061,8.4,2020-12-11,1
24723492,SSC2062,7.5,2021-03-26,1
24723492,HUM3019,7.9,2021-03-26,1
24723492,SSC2004,8.5,2021-05-28,1
24723492,SSC3018,8.6,2021-05-28,1
24723608,SSC1029,7.3,2018-10-20,1
24723608,COR1004,7.8,2019-02-26,1
24723608,SSC2061,5.5,2019-02-04,0
24723608,SSC1005,7.0,2019-04-12,1
24723608,SCI2010,8.0,2019-04-12,1
24723608,SSC1027,8.4,2019-05-31,1
24723608,SCI2002,8.1,2020-01-29,1
24723608,SCI2018,6.6,2019-12-13,1
24723608,SSC2048,7.8,2019-12-13,1
24723608,COR1003,6.4,2020-04-21,1
24723608,SSC2018,7.9,2020-04-15,1
24723608,SSC2008,8.8,2020-06-19,1
24723608,SSC2022,9.5,2020-06-08,1
24723608,HUM2046,6.7,2020-10-16,1
24723608,HUM2022,7.8,2020-12-11,1
24723608,SSC3033,7.8,2021-12-17,1
24723608,COR1002,6.6,2021-12-17,1
24723608,SSC3018,8.6,2022-05-27,1
24723652,COR1003,7.1,2018-10-20,1
24723652,SSC1007,7.6,2018-10-20,1
24723652,SCI1016,8.4,2018-12-14,1
24723652,SCI2035,6.0,2018-12-14,1
24723652,SCI2041,7.7,2019-04-12,1
24723652,SSC2053,7.7,2019-05-31,1
24723652,SSC3056,7.7,2019-05-31,1
24723652,SCI1009,8.0,2019-10-18,1
24723652,SSC1005,8.4,2019-10-18,1
24723652,COR1002,5.9,2019-12-13,0
24723652,SSC2019,8.4,2019-12-13,1
24723652,SSC3017,8.0,2020-04-17,1
24723652,SSC2062,8.3,2020-05-19,1
24723652,COR1004,7.3,2020-06-19,1
24723652,HUM1012,7.3,2020-10-16,1
24723652,SSC3006,8.8,2020-10-16,1
24723652,SSC2061,9.5,2020-12-11,1
24723652,SSC3047,7.1,2020-12-11,1
24723652,SSC3011,8.8,2021-03-26,1
24723652,HUM1003,7.0,2021-03-26,1
24723652,SSC3060,7.7,2021-05-28,1
24723652,SSC3018,7.9,2021-05-28,1
24725008,HUM2003,7.2,2018-10-20,1
24725008,SSC1005,8.3,2018-10-20,1
24725008,COR1004,7.0,2018-12-14,1
24725008,SCI1016,6.1,2018-12-14,1
24725008,SSC1007,5.9,2019-04-12,0
24725008,SSC2004,6.8,2019-07-17,1
24725008,COR1003,6.3,2019-10-18,1
24725008,SSC2046,7.9,2019-10-18,1
24725008,HUM2018,6.6,2019-12-13,1
24725008,SSC3047,6.9,2019-12-13,1
24725008,SSC3012,6.5,2020-04-15,1
24725008,SSC2037,7.2,2020-04-15,1
24725008,SSC3051,8.5,2020-06-19,1
24725008,SSC2065,7.6,2020-06-26,1
24725008,SSC3036,6.8,2020-10-16,1
24725008,SSC3006,6.3,2020-10-16,1
24725008,SSC3032,7.6,2020-12-11,1
24725008,SSC3008,8.3,2020-12-11,1
24725008,SSC3011,7.3,2021-03-26,1
24725008,COR1002,6.8,2021-05-28,1
24725008,SCI1009,7.6,2021-10-15,1
24725008,SSC3049,8.5,2021-12-17,1
24725132,COR1003,6.5,2018-10-20,1
24725132,SSC1005,7.1,2018-10-20,1
24725132,SSC2019,8.3,2018-12-14,1
24725132,HUM1013,6.8,2018-12-14,1
24725132,SSC1007,7.0,2019-04-12,1
24725132,SSC2062,7.3,2019-03-29,1
24725132,SSC2004,8.2,2019-05-31,1
24725132,SSC2063,8.4,2019-05-31,1
24725132,SSC3019,8.2,2019-10-18,1
24725132,SCI2034,6.9,2019-12-13,1
24725132,SSC2061,7.4,2019-12-13,1
24725132,SSC2006,8.2,2020-04-15,1
24725132,COR1002,7.5,2020-06-19,1
24725132,SSC3018,7.8,2020-06-08,1
24725132,SSC3006,8.3,2020-10-16,1
24725132,SCI1016,7.1,2020-12-11,1
24725132,SSC2025,8.4,2020-12-11,1
24725132,SSC3023,8.1,2021-03-26,1
24725132,SSC2050,7.6,2021-05-28,1
24725132,COR1004,7.3,2021-05-28,1
24725928,COR1003,8.2,2018-10-20,1
24725928,SSC1007,7.1,2018-10-20,1
24725928,SCI1016,8.3,2018-12-14,1
24725928,SSC1005,8.3,2019-04-12,1
24725928,SCI2010,8.6,2019-04-12,1
24725928,SSC2050,7.9,2019-05-31,1
24725928,SSC3019,7.0,2019-10-18,1
24725928,SSC2025,7.7,2019-12-13,1
24725928,COR1002,5.7,2020-01-30,0
24725928,SSC2006,8.6,2020-04-15,1
24725928,SSC2062,7.8,2020-05-19,1
24725928,COR1004,8.0,2020-06-19,1
24725928,SSC2004,6.7,2020-06-17,1
24725928,HUM3052,8.0,2020-10-16,1
24725928,HUM2003,8.1,2020-10-16,1
24725928,SSC3032,6.7,2020-12-11,1
24725928,SSC2061,8.1,2020-12-11,1
24725928,SSC3012,7.6,2021-03-26,1
24725928,SSC3018,7.1,2021-05-28,1
24726412,HUM2003,7.9,2018-10-20,1
24726412,SCI1010,6.4,2018-10-19,1
24726412,SCI1016,8.1,2018-12-14,1
24726412,SSC1027,7.6,2018-12-14,1
24726412,COR1003,7.8,2019-04-12,1
24726412,SSC2065,7.8,2019-05-31,1
24726412,SSC2046,8.2,2019-10-18,1
24726412,SCI2011,8.7,2019-10-18,1
24726412,SSC2055,8.6,2019-12-13,1
24726412,SSC2024,7.2,2019-12-13,1
24726412,SCI2041,9.0,2020-04-20,1
24726412,HUM3053,8.1,2020-04-16,1
24726412,COR1002,8.0,2020-06-19,1
24726412,SSC3056,8.6,2020-06-16,1
24726412,SSC3011,7.8,2021-03-26,1
24726412,SCI2033,7.3,2021-03-26,1
24726412,COR1004,8.8,2021-05-28,1
24726412,SSC3051,9.3,2021-05-28,1
24726984,COR1003,5.6,2018-10-20,0
24726984,SSC1027,7.3,2018-12-14,1
24726984,SSC1025,5.8,2019-04-12,0
24726984,SSC2018,6.5,2019-04-12,1
24726984,SSC2022,7.0,2019-05-31,1
24726984,SSC2020,7.8,2019-10-18,1
24726984,HUM2046,7.2,2019-10-18,1
24726984,SCI1016,7.1,2020-03-10,1
24726984,SSC2061,6.2,2019-12-13,1
24726984,SSC3017,7.5,2020-04-17,1
24726984,SCI2041,5.7,2020-04-20,0
24726984,COR1002,7.1,2020-06-19,1
24726984,HUM2059,7.0,2020-10-16,1
24726984,SSC3006,8.0,2020-10-16,1
24726984,SSC3033,7.4,2020-12-11,1
24726984,COR1004,6.8,2020-12-11,1
24726984,SSC3009,7.0,2021-03-26,1
24726984,SSC2007,8.3,2021-03-26,1
24726984,SSC2009,8.0,2021-05-28,1
24726984,SSC3056,7.7,2021-05-28,1
24727240,SCI2002,6.4,2018-10-20,1
24727240,SSC1027,8.5,2018-12-14,1
24727240,SCI2010,9.1,2019-04-12,1
24727240,SSC2043,7.4,2019-05-31,1
24727240,COR1004,7.8,2019-05-31,1
24727240,SSC2020,8.7,2019-10-18,1
24727240,HUM2046,7.1,2019-10-18,1
24727240,SCI2018,7.8,2019-12-13,1
24727240,SSC2061,9.4,2019-12-13,1
24727240,COR1003,8.0,2020-04-21,1
24727240,SSC2039,7.8,2020-04-06,1
24727240,SSC3018,8.6,2020-06-08,1
24727240,SCI2019,8.6,2020-06-17,1
24727240,SCI2033,9.2,2021-03-26,1
24727240,COR1002,7.6,2021-05-28,1
24727240,SSC2022,8.5,2021-05-28,1
24727840,COR1003,6.3,2018-10-20,1
24727840,SSC1005,6.8,2018-10-20,1
24727840,COR1002,6.1,2018-12-14,1
24727840,HUM1007,7.0,2018-12-14,1
24727840,SSC2062,7.6,2019-03-29,1
24727840,SSC2004,7.6,2019-05-31,1
24727840,SSC3019,7.8,2019-10-18,1
24727840,SSC2025,7.6,2019-12-13,1
24727840,SSC2061,8.1,2019-12-13,1
24727840,SSC2018,8.1,2020-04-15,1
24727840,SSC3023,8.1,2020-04-16,1
24727840,SSC3018,8.2,2020-06-08,1
24727840,SCI2039,6.6,2020-06-23,1
24727840,SCI1016,6.7,2020-12-11,1
24727840,SSC3033,7.7,2020-12-11,1
24727840,HUM3029,7.5,2021-03-26,1
24727840,SSC3009,7.5,2021-03-26,1
24727840,SSC2009,8.3,2021-05-28,1
24727840,COR1004,7.8,2021-05-28,1
24727916,SSC1005,5.7,2019-02-06,0
24727916,SSC1007,5.6,2018-10-20,0
24727916,COR1004,7.0,2018-12-14,1
24727916,SCI1016,6.9,2018-12-14,1
24727916,SCI2041,7.8,2019-04-12,1
24727916,SSC2008,7.7,2019-05-31,1
24727916,SSC1027,7.8,2019-05-31,1
24727916,COR1003,6.9,2019-10-18,1
24727916,SSC2046,7.3,2019-10-18,1
24727916,SSC2055,7.8,2019-12-13,1
24727916,HUM1003,6.8,2020-04-21,1
24727916,SSC3017,8.5,2020-04-17,1
24727916,COR1002,7.6,2020-06-19,1
24727916,SSC3006,8.8,2020-10-16,1
24727916,SSC2061,8.9,2020-12-11,1
24727916,SSC3047,6.9,2020-12-11,1
24727916,SSC2071,6.8,2021-03-26,1
24727916,SSC2007,8.2,2021-03-26,1
24727916,SSC3060,7.9,2021-05-28,1
24727916,SSC3018,7.9,2021-05-28,1
24728024,COR1003,6.3,2018-10-20,1
24728024,SSC1029,6.9,2018-10-20,1
24728024,SCI1016,7.9,2018-12-14,1
24728024,SSC2019,7.6,2018-12-14,1
24728024,SCI2041,6.5,2019-07-08,1
24728024,HUM2046,7.4,2019-10-18,1
24728024,COR1004,5.9,2019-12-13,0
24728024,SSC2028,6.6,2019-12-13,1
24728024,HUM3034,8.3,2020-07-17,1
24728024,SSC3038,5.6,2020-04-20,0
24728024,HUM2058,6.7,2020-10-16,1
24728024,SSC3006,7.9,2020-10-16,1
24728024,COR1002,6.1,2020-12-11,1
24728024,HUM3053,1.8,2021-03-26,0
24728024,SSC2071,7.5,2021-07-12,1
24728024,SSC3002,0.6,2021-05-28,0
24728024,HUM2016,8.1,2022-03-25,1
24728024,HUM1003,7.5,2022-03-25,1
24728024,HUM2030,6.5,2022-05-27,1
24728024,SSC2065,7.9,2022-05-27,1
24728168,COR1003,7.7,2018-10-20,1
24728168,HUM2003,7.0,2018-10-20,1
24728168,COR1004,6.9,2018-12-14,1
24728168,HUM1013,7.1,2018-12-14,1
24728168,SSC2039,7.1,2019-04-12,1
24728168,HUM2007,6.8,2019-05-31,1
24728168,HUM2005,7.0,2019-10-18,1
24728168,SCI1016,6.9,2019-12-13,1
24728168,SCI1005,8.2,2019-12-13,1
24728168,HUM3019,8.0,2020-04-15,1
24728168,HUM3053,7.8,2020-04-16,1
24728168,HUM3052,7.0,2020-06-08,1
24728168,SSC2002,7.2,2020-10-16,1
24728168,SSC3036,7.6,2020-10-16,1
24728168,SSC3032,7.5,2020-12-11,1
24728168,SSC3008,7.5,2020-12-11,1
24728168,SSC3012,6.9,2021-03-26,1
24728168,SSC3055,6.8,2021-03-26,1
24728168,SSC3052,7.3,2021-05-28,1
24728168,HUM3034,7.0,2021-05-28,1
24728168,COR1006,8.8,2021-09-14,1
24728168,COR1002,7.7,2021-12-24,1
24728276,COR1003,6.7,2018-10-20,1
24728276,HUM1011,7.1,2018-10-20,1
24728276,COR1004,7.1,2018-12-14,1
24728276,HUM2013,6.8,2018-12-14,1
24728276,HUM1003,7.2,2019-04-12,1
24728276,HUM2031,7.0,2019-05-31,1
24728276,HUM3036,7.3,2019-10-18,1
24728276,HUM2018,7.4,2019-12-13,1
24728276,SCI1016,6.3,2019-12-13,1
24728276,HUM3043,8.0,2019-10-18,1
24728276,SSC2018,7.3,2020-04-15,1
24728276,SCI2041,6.4,2020-04-20,1
24728276,HUM3042,8.0,2020-06-17,1
24728276,SSC3040,7.9,2020-06-18,1
24728276,HUM2046,7.3,2020-10-16,1
24728276,COR1002,6.6,2020-12-11,1
24728276,HUM2060,8.6,2020-12-11,1
24728276,HUM3051,8.0,2021-03-26,1
24728276,HUM2047,8.6,2021-03-26,1
24728276,HUM2056,7.2,2021-05-28,1
24729136,SSC1005,6.6,2019-02-06,1
24729136,SSC1029,6.8,2018-10-20,1
24729136,COR1004,6.9,2018-12-14,1
24729136,SCI2034,5.5,2018-12-14,0
24729136,SSC1007,6.8,2019-04-12,1
24729136,SSC2006,7.5,2019-04-12,1
24729136,SSC2050,5.2,2019-07-10,0
24729136,SSC3019,6.7,2019-10-18,1
24729136,SSC3032,7.6,2019-12-13,1
24729136,SSC1025,6.4,2020-02-07,1
24729136,COR1003,5.6,2020-04-21,0
24729136,SSC2037,7.5,2020-04-15,1
24729136,SSC3051,7.6,2020-06-19,1
24729136,SSC2002,7.9,2020-06-12,1
24729136,SSC2050,6.8,2020-06-17,1
24729136,SSC2046,7.1,2020-10-16,1
24729136,SSC2024,4.1,2020-12-11,0
24729136,COR1002,5.7,2020-12-11,0
24729136,HUM3053,7.6,2021-03-26,1
24729136,SSC2071,7.2,2021-03-26,1
24729136,SSC3052,6.0,2021-07-08,1
24729136,SSC3060,7.1,2021-05-28,1
24729136,COR1006,8.0,2021-09-14,1
24729136,SSC3047,7.9,2021-12-17,1
24729136,HUM3040,6.6,2021-12-17,1
24731260,SSC1005,8.5,2018-10-20,1
24731260,SSC2019,9.2,2018-12-14,1
24731260,SSC2061,9.4,2018-12-14,1
24731260,HUM1003,7.3,2019-04-12,1
24731260,SSC2018,8.6,2019-04-12,1
24731260,SSC1027,8.3,2019-05-31,1
24731260,SSC2063,8.4,2019-05-31,1
24731260,SSC3019,8.9,2019-10-18,1
24731260,SCI1010,8.3,2019-10-18,1
24731260,SSC3033,8.4,2019-12-13,1
24731260,COR1003,6.5,2020-04-21,1
24731260,SCI2010,8.7,2020-06-15,1
24731260,COR1002,7.1,2020-06-19,1
24731260,SSC3018,8.2,2020-06-08,1
24731260,HUM2022,8.5,2020-12-11,1
24731260,COR1004,7.5,2020-12-11,1
24732344,SSC1007,8.6,2018-10-20,1
24732344,SCI1016,8.6,2018-12-14,1
24732344,SSC2024,7.6,2018-12-14,1
24732344,SSC2027,7.2,2019-04-12,1
24732344,SCI2041,8.2,2019-04-12,1
24732344,SSC2046,8.5,2019-10-18,1
24732344,SSC3054,9.5,2019-10-18,1
24732344,COR1004,7.2,2019-12-13,1
24732344,SSC2061,9.5,2019-12-13,1
24732344,COR1003,7.9,2020-04-21,1
24732344,SSC2037,7.9,2020-04-15,1
24732344,SSC3051,8.4,2020-06-19,1
24732344,SSC3059,8.1,2020-06-18,1
24732344,SSC3036,7.6,2020-10-16,1
24732344,SSC3006,7.7,2020-10-16,1
24732344,SSC3032,8.2,2020-12-11,1
24732344,SSC3008,8.6,2020-12-11,1
24732344,SSC3011,8.5,2021-03-26,1
24732344,SSC2071,8.2,2021-03-26,1
24732344,COR1002,8.4,2021-05-28,1
24732344,SSC3002,7.4,2021-05-28,1
24733184,COR1003,7.3,2018-10-20,1
24733184,SCI2011,7.3,2018-10-20,1
24733184,SSC1027,8.3,2018-12-14,1
24733184,SSC2061,9.6,2018-12-14,1
24733184,SSC1007,8.4,2019-04-12,1
24733184,SSC2043,8.5,2019-05-31,1
24733184,SSC3018,8.5,2019-05-31,1
24733184,HUM2003,7.1,2019-10-18,1
24733184,SSC2002,8.5,2019-10-18,1
24733184,SSC2024,7.1,2019-12-13,1
24733184,SSC3008,8.3,2019-12-13,1
24733184,SSC3012,7.9,2020-04-15,1
24733184,SSC2060,8.3,2020-04-20,1
24733184,COR1004,7.9,2020-06-19,1
24733184,SSC3059,8.2,2020-06-18,1
24733184,HUM3052,7.2,2020-10-16,1
24733184,SSC3036,8.2,2020-10-16,1
24733184,SSC3032,9.3,2020-12-11,1
24733184,COR1002,6.6,2021-03-25,1
24733184,SSC3011,8.7,2021-03-26,1
24733184,SSC2007,8.8,2021-03-26,1
24733184,SCI2039,8.8,2021-05-28,1
24733184,SSC3002,0.0,2021-05-28,0
24733320,SCI1009,0.0,2018-10-20,0
24733920,SSC1029,7.0,2018-10-20,1
24733920,SCI1016,7.7,2018-12-14,1
24733920,SSC2055,8.5,2018-12-14,1
24733920,COR1003,7.1,2019-04-12,1
24733920,SSC2027,7.0,2019-04-12,1
24733920,COR1004,6.9,2019-05-31,1
24733920,HUM2058,7.8,2019-10-18,1
24733920,SSC3032,8.0,2019-12-13,1
24733920,SSC1027,7.6,2019-12-13,1
24733920,SSC2037,8.7,2020-04-15,1
24733920,SSC3017,7.9,2020-04-17,1
24733920,SSC2065,7.9,2020-06-26,1
24733920,HUM2003,9.0,2020-10-16,1
24733920,SSC3006,9.3,2020-10-16,1
24733920,COR1002,7.2,2020-12-11,1
24733920,SSC3047,7.8,2020-12-11,1
24733920,SCI2041,8.7,2021-03-26,1
24733920,SSC3052,6.4,2021-05-28,1
24733920,SSC3051,8.0,2021-05-28,1
24734164,SCI2002,6.7,2018-10-20,1
24734164,COR1004,6.9,2018-12-14,1
24734164,SCI1016,7.0,2018-12-14,1
24734164,SCI2010,7.7,2019-04-12,1
24734164,HUM2051,8.2,2019-04-12,1
24734164,SCI2019,8.2,2019-05-31,1
24734164,SCI2039,7.4,2019-05-31,1
24734164,SCI3003,7.7,2019-10-18,1
24734164,HUM2059,7.0,2019-10-18,1
24734164,COR1002,6.5,2019-12-13,1
24734164,HUM2022,8.2,2019-12-13,1
24734164,SSC3038,6.7,2020-04-20,1
24734164,SCI3006,5.6,2020-06-15,0
24734164,SSC2008,7.6,2020-06-19,1
24734164,SSC3056,8.0,2020-06-16,1
24734164,COR1003,6.9,2021-03-26,1
24734164,SCI2033,7.0,2021-03-26,1
24734164,SCI3051,7.3,2021-05-28,1
24734164,HUM3045,7.1,2021-05-28,1
24734220,COR1003,7.1,2018-10-20,1
24734220,HUM2003,6.4,2018-10-20,1
24734220,COR1004,6.5,2018-12-14,1
24734220,SCI1016,7.9,2018-12-14,1
24734220,SSC2064,8.3,2019-04-12,1
24734220,SCI2041,7.9,2019-04-12,1
24734220,SSC1007,7.9,2019-10-18,1
24734220,HUM2018,7.6,2019-12-13,1
24734220,SSC3032,7.9,2019-12-13,1
24734220,SSC2046,8.1,2020-10-16,1
24734220,SSC1029,7.7,2020-10-16,1
24734220,COR1002,7.9,2020-12-11,1
24734220,HUM3040,7.5,2020-12-11,1
24734220,SSC2037,8.1,2021-03-26,1
24734220,SSC2071,8.2,2021-03-26,1
24734220,SSC3040,7.9,2021-05-28,1
24734220,SSC3051,7.6,2021-05-28,1
24734828,COR1003,6.6,2018-10-20,1
24734828,SSC1007,5.6,2018-10-20,0
24734828,COR1004,6.6,2018-12-14,1
24734828,HUM1010,9.0,2018-12-14,1
24734828,SSC1005,5.7,2019-04-12,0
24734828,SSC2004,6.7,2019-05-31,1
24734828,SSC2050,6.3,2019-05-31,1
24734828,HUM2003,6.9,2019-10-18,1
24734828,SSC3019,8.0,2019-10-18,1
24734828,SSC3032,7.7,2019-12-13,1
24734828,SSC2061,6.9,2019-12-13,1
24734828,SSC2006,7.6,2020-04-15,1
24734828,SSC2060,8.2,2020-04-20,1
24734828,SSC3052,6.7,2020-06-17,1
24734828,SSC3018,8.0,2020-06-08,1
24734828,SSC2063,8.1,2020-10-16,1
24734828,SCI1010,8.2,2020-10-21,1
24734828,SSC3049,8.5,2020-12-11,1
24734828,SSC2025,6.8,2020-12-11,1
24734828,SSC2062,7.5,2021-03-26,1
24734828,COR1002,7.4,2021-05-28,1
24734848,SCI1009,6.8,2018-10-20,1
24734848,SCI2018,6.6,2018-12-14,1
24734848,COR1004,6.9,2018-12-14,1
24734848,SCI2017,6.1,2019-03-25,1
24734848,SCI2037,7.2,2019-04-12,1
24734848,COR1002,5.5,2019-05-31,0
24734848,SCI2022,7.9,2019-10-18,1
24734848,HUM2013,7.5,2019-12-13,1
24734848,HUM2060,7.0,2019-12-13,1
24734848,SSC2018,7.2,2020-04-15,1
24734848,HUM2030,7.5,2020-06-19,1
24734848,HUM3042,7.0,2020-06-17,1
24734848,HUM3036,7.5,2020-10-16,1
24734848,COR1003,6.0,2020-10-16,1
24734848,SCI2035,2.8,2020-12-11,0
24734848,HUM3051,8.4,2021-03-26,1
24734848,SCI2009,8.3,2021-05-28,1
24734848,SSC1005,7.2,2021-09-14,1
24734848,SSC2062,5.5,2022-03-25,0
24735144,COR1003,8.1,2018-10-20,1
24735144,SSC1029,7.5,2018-10-20,1
24735144,SCI2018,8.3,2018-12-14,1
24735144,SCI1005,8.5,2018-12-14,1
24735144,SSC2064,9.3,2019-04-12,1
24735144,COR1004,7.5,2019-05-31,1
24735144,SCI2019,8.5,2019-05-31,1
24735144,HUM2046,8.3,2019-10-18,1
24735144,SSC2028,7.0,2019-12-13,1
24735144,SSC3047,8.0,2019-12-13,1
24735144,SSC3011,8.2,2020-05-06,1
24735144,HUM3053,8.0,2020-04-16,1
24735144,COR1002,7.9,2020-06-19,1
24735144,HUM2003,8.6,2020-10-16,1
24735144,SSC3006,8.0,2020-10-16,1
24735144,SSC3032,7.7,2020-12-11,1
24735144,HUM3040,7.8,2021-03-08,1
24735144,HUM1003,8.5,2021-03-26,1
24735144,HUM2016,8.0,2021-03-26,1
24735144,SSC3060,7.7,2021-05-28,1
24735144,SSC3040,8.0,2021-05-28,1
24735672,COR1003,7.0,2019-10-18,1
24735672,SSC1007,8.1,2019-10-18,1
24735672,SSC1025,6.6,2019-12-13,1
24735672,COR1004,7.0,2019-12-13,1
24735672,SSC2018,7.4,2020-04-15,1
24735672,SSC3036,7.2,2020-10-16,1
24735672,SSC3032,6.6,2020-12-11,1
24735672,HUM2022,7.9,2020-12-11,1
24735672,SSC2037,7.5,2021-03-26,1
24735672,SSC3055,3.6,2021-03-26,0
24735672,COR1002,6.1,2021-05-28,1
24735672,SSC3002,7.9,2021-05-28,1
24735672,SSC2002,7.3,2021-09-14,1
24735672,SSC3030,6.9,2021-09-14,1
